row_id,SKU_A,SKU_B,raw_r,growth_r,pair,quadrant
723,AN11840-9,ME9683L,0.625,-0.0018,AN11840-9 vs ME9683L,Weak
724,AN11840-9,ME9683M,0.646,0.0155,AN11840-9 vs ME9683M,Weak
725,AN11840-9,ME9683S,0.7186,0.1636,AN11840-9 vs ME9683S,Weak
726,AN11840-9,MESX200LH,0.4803,-0.0211,AN11840-9 vs MESX200LH,Weak
727,AN11840-9,MESX9378KCTV,0.6376,0.0553,AN11840-9 vs MESX9378KCTV,Weak
728,AN11840-9,MESX9667L,-0.1802,0.0334,AN11840-9 vs MESX9667L,Weak
729,AN11840-9,MOM2700,0.4593,0.0282,AN11840-9 vs MOM2700,Weak
730,AN11840-9,MRSR-1060NJTL,0.1225,0.0398,AN11840-9 vs MRSR-1060NJTL,Weak
731,AN11840-9,PIP33-BLK125BPL,0.8564,0.0826,AN11840-9 vs PIP33-BLK125BPL,Spurious (trend only)
732,AN11840-9,PIP33-BLK125BPM,0.8369,-0.05,AN11840-9 vs PIP33-BLK125BPM,Spurious (trend only)
733,AN11840-9,PIP33-BLK125BPS,0.8467,0.0656,AN11840-9 vs PIP33-BLK125BPS,Spurious (trend only)
734,AN11840-9,PIP33-BLK125BPXS,0.7944,0.0824,AN11840-9 vs PIP33-BLK125BPXS,Spurious (trend only)
735,AN11840-9,PIP42-874,0.0958,-0.1163,AN11840-9 vs PIP42-874,Weak
736,AN11840-9,PMKN95B,0.3119,0.0044,AN11840-9 vs PMKN95B,Weak
737,AN11840-9,RA99705,0.7626,-0.1943,AN11840-9 vs RA99705,Spurious (trend only)
738,AN11840-9,SACFCB02,-0.0014,-0.1038,AN11840-9 vs SACFCB02,Weak
739,AN11840-9,SFGG805PFL,0.2154,-0.0159,AN11840-9 vs SFGG805PFL,Weak
740,AN11840-9,SFPUG09VMT,0.1164,-0.0081,AN11840-9 vs SFPUG09VMT,Weak
741,AN11840-9,SFPUG111VMT,0.3187,-0.0177,AN11840-9 vs SFPUG111VMT,Weak
742,AN11840-9,SFPUG611VMT,0.6551,0.0416,AN11840-9 vs SFPUG611VMT,Weak
743,AN11840-9,SPS3960HS,0.0152,0.7511,AN11840-9 vs SPS3960HS,Hidden (only in growth)
744,AN11840-9,SPS700HS,0.1795,0.1233,AN11840-9 vs SPS700HS,Weak
745,AN11840-9,SRESM60V,0.4899,0.0871,AN11840-9 vs SRESM60V,Weak
746,AN11840-9,SRMAM,-0.18,0.0153,AN11840-9 vs SRMAM,Weak
747,AN11840-9,SRPEC60X90TY,0.1593,0.0526,AN11840-9 vs SRPEC60X90TY,Weak
748,AN11840-9,SRPM60X90,0.3366,0.3457,AN11840-9 vs SRPM60X90,Weak
749,AN11840-9,UVS4040,0.8845,0.1007,AN11840-9 vs UVS4040,Spurious (trend only)
750,AN11840-9,UVSVP400,-0.1388,-0.0349,AN11840-9 vs UVSVP400,Weak
751,AN11840-9,UVSVP401,0.7296,0.1088,AN11840-9 vs UVSVP401,Weak
752,AN11840-9,XAGRPCFCGIS,0.0807,-0.0989,AN11840-9 vs XAGRPCFCGIS,Weak
753,AN11840-9,XAPERC,0.1122,0.0561,AN11840-9 vs XAPERC,Weak
754,AN11840-9,XAPOKGIS,0.2231,0.4755,AN11840-9 vs XAPOKGIS,Weak
755,AN11840-9,XESB60R,0.0792,-0.0045,AN11840-9 vs XESB60R,Weak
756,AN11840-9,XGNRON,-0.1669,0.7902,AN11840-9 vs XGNRON,Hidden (only in growth)
757,AN11840-9,XS3M501,0.0716,0.0142,AN11840-9 vs XS3M501,Weak
758,AN11840-9,XS3M5N11,0.4103,0.1568,AN11840-9 vs XS3M5N11,Weak
759,AN11840-9,XS3M6003-TY,0.465,-0.0515,AN11840-9 vs XS3M6003-TY,Weak
760,AN11840-9,XS3M6004TY,-0.0534,0.0387,AN11840-9 vs XS3M6004TY,Weak
761,AN11840-9,XS3M7093TY,0.2265,-0.0891,AN11840-9 vs XS3M7093TY,Weak
762,AN11840-9,XS3M7502TY,0.55,0.0378,AN11840-9 vs XS3M7502TY,Weak
763,AN11840-9,XSAE82509TY,0.1618,0.0542,AN11840-9 vs XSAE82509TY,Weak
764,AN11840-9,XSAE82701,0.0065,-0.0553,AN11840-9 vs XSAE82701,Weak
765,AN16-650T9,AN23-201T9,-0.5181,-0.5929,AN16-650T9 vs AN23-201T9,Weak
766,AN16-650T9,AN37-175T10,0.4565,-0.0513,AN16-650T9 vs AN37-175T10,Weak
767,AN16-650T9,AN48-129T10,0.3314,0.0496,AN16-650T9 vs AN48-129T10,Weak
768,AN16-650T9,AN48-129T7,0.3801,0.026,AN16-650T9 vs AN48-129T7,Weak
769,AN16-650T9,AN48-129T8,0.3644,0.0613,AN16-650T9 vs AN48-129T8,Weak
770,AN16-650T9,AN48-129T9,0.3684,0.0674,AN16-650T9 vs AN48-129T9,Weak
771,AN16-650T9,CR2310AF,-0.0216,-0.0327,AN16-650T9 vs CR2310AF,Weak
772,AN16-650T9,CRST1130,0.7681,0.3185,AN16-650T9 vs CRST1130,Spurious (trend only)
773,AN16-650T9,DUNB127SXL,-0.2436,-0.1519,AN16-650T9 vs DUNB127SXL,Weak
774,AN16-650T9,GIA2005B,-0.3259,-0.0699,AN16-650T9 vs GIA2005B,Weak
775,AN16-650T9,JYG37510,-0.4842,-0.0837,AN16-650T9 vs JYG37510,Weak
776,AN16-650T9,JYR-1521M,0.4022,0.0389,AN16-650T9 vs JYR-1521M,Weak
777,AN16-650T9,JYR-2004AM,-0.4818,-0.1139,AN16-650T9 vs JYR-2004AM,Weak
778,AN16-650T9,JYR-2004AZ,0.1999,0.1123,AN16-650T9 vs JYR-2004AZ,Weak
779,AN16-650T9,JYR-2004B,-0.2635,0.1007,AN16-650T9 vs JYR-2004B,Weak
780,AN16-650T9,JYR-2004N,0.0231,0.1017,AN16-650T9 vs JYR-2004N,Weak
781,AN16-650T9,JYR-2004R,-0.404,0.0895,AN16-650T9 vs JYR-2004R,Weak
782,AN16-650T9,ME6632L,0.7056,0.4812,AN16-650T9 vs ME6632L,Weak
783,AN16-650T9,ME6632M,0.7337,0.2791,AN16-650T9 vs ME6632M,Weak
784,AN16-650T9,ME6632XL,0.7608,0.0557,AN16-650T9 vs ME6632XL,Spurious (trend only)
785,AN16-650T9,ME9683L,0.5523,0.0342,AN16-650T9 vs ME9683L,Weak
786,AN16-650T9,ME9683M,0.6679,0.0669,AN16-650T9 vs ME9683M,Weak
787,AN16-650T9,ME9683S,0.7124,0.0821,AN16-650T9 vs ME9683S,Weak
788,AN16-650T9,MESX200LH,0.6047,0.3595,AN16-650T9 vs MESX200LH,Weak
789,AN16-650T9,MESX9378KCTV,0.6618,-0.0467,AN16-650T9 vs MESX9378KCTV,Weak
790,AN16-650T9,MESX9667L,-0.0775,-0.0501,AN16-650T9 vs MESX9667L,Weak
791,AN16-650T9,MOM2700,0.2342,0.0111,AN16-650T9 vs MOM2700,Weak
792,AN16-650T9,MRSR-1060NJTL,0.0843,-0.0103,AN16-650T9 vs MRSR-1060NJTL,Weak
793,AN16-650T9,PIP33-BLK125BPL,0.4823,-0.1237,AN16-650T9 vs PIP33-BLK125BPL,Weak
794,AN16-650T9,PIP33-BLK125BPM,0.5919,0.0407,AN16-650T9 vs PIP33-BLK125BPM,Weak
795,AN16-650T9,PIP33-BLK125BPS,0.7064,0.0745,AN16-650T9 vs PIP33-BLK125BPS,Weak
796,AN16-650T9,PIP33-BLK125BPXS,0.7873,0.9193,AN16-650T9 vs PIP33-BLK125BPXS,Genuine (strong in both)
797,AN16-650T9,PIP42-874,0.2305,0.0057,AN16-650T9 vs PIP42-874,Weak
798,AN16-650T9,PMKN95B,0.4703,-0.0288,AN16-650T9 vs PMKN95B,Weak
799,AN16-650T9,RA99705,0.4593,0.063,AN16-650T9 vs RA99705,Weak
800,AN16-650T9,SACFCB02,0.2208,-0.0167,AN16-650T9 vs SACFCB02,Weak
801,AN16-650T9,SFGG805PFL,0.1985,-0.0424,AN16-650T9 vs SFGG805PFL,Weak
802,AN16-650T9,SFPUG09VMT,0.1573,-0.0043,AN16-650T9 vs SFPUG09VMT,Weak
803,AN16-650T9,SFPUG111VMT,0.3662,-0.0086,AN16-650T9 vs SFPUG111VMT,Weak
804,AN16-650T9,SFPUG611VMT,0.7081,0.1329,AN16-650T9 vs SFPUG611VMT,Weak
805,AN16-650T9,SPS3960HS,-0.2074,0.2052,AN16-650T9 vs SPS3960HS,Weak
806,AN16-650T9,SPS700HS,0.3176,-0.0631,AN16-650T9 vs SPS700HS,Weak
807,AN16-650T9,SRCRC12,-0.2246,0.4687,AN16-650T9 vs SRCRC12,Weak
808,AN16-650T9,SRCRCL,-0.1936,0.1597,AN16-650T9 vs SRCRCL,Weak
809,AN16-650T9,SRESM60V,0.7035,0.2169,AN16-650T9 vs SRESM60V,Weak
810,AN16-650T9,SRMAM,-0.1963,0.4081,AN16-650T9 vs SRMAM,Weak
811,AN16-650T9,SRPEC60X90TY,0.0867,0.0209,AN16-650T9 vs SRPEC60X90TY,Weak
812,AN16-650T9,SRPM60X90,0.4458,0.1057,AN16-650T9 vs SRPM60X90,Weak
813,AN16-650T9,UVS4040,0.6187,-0.0255,AN16-650T9 vs UVS4040,Weak
814,AN16-650T9,UVSVP400,-0.1641,0.0036,AN16-650T9 vs UVSVP400,Weak
815,AN16-650T9,UVSVP401,0.8394,0.0417,AN16-650T9 vs UVSVP401,Spurious (trend only)
816,AN16-650T9,XAGRPCFCGIS,0.0545,-0.0645,AN16-650T9 vs XAGRPCFCGIS,Weak
817,AN16-650T9,XAPERC,-0.0572,-0.0384,AN16-650T9 vs XAPERC,Weak
818,AN16-650T9,XAPOKGIS,-0.0807,-0.0333,AN16-650T9 vs XAPOKGIS,Weak
819,AN16-650T9,XESB60R,0.0994,0.0592,AN16-650T9 vs XESB60R,Weak
820,AN16-650T9,XGNRON,-0.4313,-0.075,AN16-650T9 vs XGNRON,Weak
821,AN16-650T9,XS3M501,-0.0467,-0.0763,AN16-650T9 vs XS3M501,Weak
822,AN16-650T9,XS3M5N11,0.3707,-0.2097,AN16-650T9 vs XS3M5N11,Weak
823,AN16-650T9,XS3M6003-TY,0.7205,0.5504,AN16-650T9 vs XS3M6003-TY,Weak
824,AN16-650T9,XS3M6004TY,-0.1456,-0.1503,AN16-650T9 vs XS3M6004TY,Weak
825,AN16-650T9,XS3M7093TY,0.4447,0.5196,AN16-650T9 vs XS3M7093TY,Weak
826,AN16-650T9,XS3M7502TY,0.612,0.1579,AN16-650T9 vs XS3M7502TY,Weak
827,AN16-650T9,XSAE82509TY,0.1776,0.1416,AN16-650T9 vs XSAE82509TY,Weak
828,AN16-650T9,XSAE82701,0.0515,0.0405,AN16-650T9 vs XSAE82701,Weak
829,AN23-201T9,AN37-175T10,0.1949,0.4641,AN23-201T9 vs AN37-175T10,Weak
830,AN23-201T9,CR2310AF,0.3538,-0.142,AN23-201T9 vs CR2310AF,Weak
831,AN23-201T9,CRST1130,-0.5117,0.075,AN23-201T9 vs CRST1130,Weak
832,AN23-201T9,DUNB127SXL,0.6262,0.3991,AN23-201T9 vs DUNB127SXL,Weak
833,AN23-201T9,GIA2005B,0.3808,-0.128,AN23-201T9 vs GIA2005B,Weak
834,AN23-201T9,JYG37510,0.3529,0.1836,AN23-201T9 vs JYG37510,Weak
835,AN23-201T9,JYR-1521M,0.145,0.1152,AN23-201T9 vs JYR-1521M,Weak
836,AN23-201T9,JYR-2004AM,0.0435,0.265,AN23-201T9 vs JYR-2004AM,Weak
837,AN23-201T9,JYR-2004AZ,-0.1377,-0.364,AN23-201T9 vs JYR-2004AZ,Weak
838,AN23-201T9,JYR-2004B,0.1235,0.261,AN23-201T9 vs JYR-2004B,Weak
839,AN23-201T9,JYR-2004N,-0.108,-0.2107,AN23-201T9 vs JYR-2004N,Weak
840,AN23-201T9,JYR-2004R,0.0323,0.1052,AN23-201T9 vs JYR-2004R,Weak
841,AN23-201T9,ME6632L,-0.5513,-0.9999,AN23-201T9 vs ME6632L,Weak
842,AN23-201T9,ME6632M,-0.5738,0.2221,AN23-201T9 vs ME6632M,Weak
843,AN23-201T9,ME6632XL,-0.5683,0.6044,AN23-201T9 vs ME6632XL,Weak
844,AN23-201T9,ME9683L,-0.2165,0.0269,AN23-201T9 vs ME9683L,Weak
845,AN23-201T9,ME9683M,-0.2718,-0.1093,AN23-201T9 vs ME9683M,Weak
846,AN23-201T9,ME9683S,-0.4425,-0.0005,AN23-201T9 vs ME9683S,Weak
847,AN23-201T9,MESX200LH,-0.3199,-0.3023,AN23-201T9 vs MESX200LH,Weak
848,AN23-201T9,MESX9378KCTV,-0.4242,0.3844,AN23-201T9 vs MESX9378KCTV,Weak
849,AN23-201T9,MESX9667L,0.1308,-0.3991,AN23-201T9 vs MESX9667L,Weak
850,AN23-201T9,MOM2700,-0.0469,-0.1967,AN23-201T9 vs MOM2700,Weak
851,AN23-201T9,MRSR-1060NJTL,0.0045,-0.0459,AN23-201T9 vs MRSR-1060NJTL,Weak
852,AN23-201T9,PIP33-BLK125BPL,-0.4812,-0.8145,AN23-201T9 vs PIP33-BLK125BPL,Weak
853,AN23-201T9,PIP33-BLK125BPM,-0.5237,0.5138,AN23-201T9 vs PIP33-BLK125BPM,Weak
854,AN23-201T9,PIP33-BLK125BPS,-0.5629,0.3285,AN23-201T9 vs PIP33-BLK125BPS,Weak
855,AN23-201T9,PIP33-BLK125BPXS,-0.5603,-0.3506,AN23-201T9 vs PIP33-BLK125BPXS,Weak
856,AN23-201T9,PIP42-874,0.1417,-0.3257,AN23-201T9 vs PIP42-874,Weak
857,AN23-201T9,PMKN95B,0.1177,-0.123,AN23-201T9 vs PMKN95B,Weak
858,AN23-201T9,SACFCB02,0.3134,0.2105,AN23-201T9 vs SACFCB02,Weak
859,AN23-201T9,SFGG805PFL,0.381,0.3136,AN23-201T9 vs SFGG805PFL,Weak
860,AN23-201T9,SFPUG09VMT,0.0528,-0.0688,AN23-201T9 vs SFPUG09VMT,Weak
861,AN23-201T9,SFPUG111VMT,-0.0649,-0.0776,AN23-201T9 vs SFPUG111VMT,Weak
862,AN23-201T9,SFPUG611VMT,-0.3358,0.066,AN23-201T9 vs SFPUG611VMT,Weak
863,AN23-201T9,SFT601,0.638,0.6291,AN23-201T9 vs SFT601,Weak
864,AN23-201T9,SPS3960HS,-0.0633,0.293,AN23-201T9 vs SPS3960HS,Weak
865,AN23-201T9,SPS700HS,0.3384,0.3961,AN23-201T9 vs SPS700HS,Weak
866,AN23-201T9,SRCRC12,-0.1666,-0.3112,AN23-201T9 vs SRCRC12,Weak
867,AN23-201T9,SRCRCL,0.5616,0.0446,AN23-201T9 vs SRCRCL,Weak
868,AN23-201T9,SRESM60V,-0.3061,0.0754,AN23-201T9 vs SRESM60V,Weak
869,AN23-201T9,SRMAM,0.0893,0.0914,AN23-201T9 vs SRMAM,Weak
870,AN23-201T9,SRPEC60X90TY,0.0766,-0.1866,AN23-201T9 vs SRPEC60X90TY,Weak
871,AN23-201T9,SRPM60X90,-0.0539,0.0344,AN23-201T9 vs SRPM60X90,Weak
872,AN23-201T9,UVS4040,-0.5143,0.7218,AN23-201T9 vs UVS4040,Weak
873,AN23-201T9,UVSVP400,0.4464,0.1538,AN23-201T9 vs UVSVP400,Weak
874,AN23-201T9,UVSVP401,-0.5876,0.4331,AN23-201T9 vs UVSVP401,Weak
875,AN23-201T9,XAGRPCFCGIS,-0.0802,-0.2593,AN23-201T9 vs XAGRPCFCGIS,Weak
876,AN23-201T9,XAPERC,0.1835,0.3993,AN23-201T9 vs XAPERC,Weak
877,AN23-201T9,XAPOKGIS,-0.0242,0.1548,AN23-201T9 vs XAPOKGIS,Weak
878,AN23-201T9,XESB60R,-0.3185,0.2522,AN23-201T9 vs XESB60R,Weak
879,AN23-201T9,XGNRON,0.321,0.4666,AN23-201T9 vs XGNRON,Weak
880,AN23-201T9,XS3M501,0.4095,0.3351,AN23-201T9 vs XS3M501,Weak
881,AN23-201T9,XS3M5N11,0.0886,0.3583,AN23-201T9 vs XS3M5N11,Weak
882,AN23-201T9,XS3M6003-TY,-0.5383,-0.0061,AN23-201T9 vs XS3M6003-TY,Weak
883,AN23-201T9,XS3M6004TY,-0.0386,0.0942,AN23-201T9 vs XS3M6004TY,Weak
884,AN23-201T9,XS3M7093TY,-0.3847,-0.425,AN23-201T9 vs XS3M7093TY,Weak
885,AN23-201T9,XS3M7502TY,-0.4669,0.0291,AN23-201T9 vs XS3M7502TY,Weak
886,AN23-201T9,XSAE82509TY,-0.0346,-0.0981,AN23-201T9 vs XSAE82509TY,Weak
887,AN23-201T9,XSAE82701,0.1327,-0.2073,AN23-201T9 vs XSAE82701,Weak
888,AN37-175T10,AN48-129T10,0.1305,-0.0052,AN37-175T10 vs AN48-129T10,Weak
889,AN37-175T10,AN48-129T7,0.1588,0.1308,AN37-175T10 vs AN48-129T7,Weak
890,AN37-175T10,AN48-129T8,0.1614,0.1154,AN37-175T10 vs AN48-129T8,Weak
891,AN37-175T10,AN48-129T9,0.1705,0.22,AN37-175T10 vs AN48-129T9,Weak
892,AN37-175T10,CR2310AF,0.4355,0.1417,AN37-175T10 vs CR2310AF,Weak
893,AN37-175T10,CRST1130,0.57,0.5078,AN37-175T10 vs CRST1130,Weak
894,AN37-175T10,DUNB127SXL,0.3897,0.3694,AN37-175T10 vs DUNB127SXL,Weak
895,AN37-175T10,GIA2005B,0.0169,0.3014,AN37-175T10 vs GIA2005B,Weak
896,AN37-175T10,JYG37510,-0.2681,0.3547,AN37-175T10 vs JYG37510,Weak
897,AN37-175T10,JYR-1521M,0.8716,0.6774,AN37-175T10 vs JYR-1521M,Spurious (trend only)
898,AN37-175T10,JYR-2004AM,-0.6223,0.3768,AN37-175T10 vs JYR-2004AM,Weak
899,AN37-175T10,JYR-2004AZ,0.4077,0.2949,AN37-175T10 vs JYR-2004AZ,Weak
900,AN37-175T10,JYR-2004B,-0.1468,0.0893,AN37-175T10 vs JYR-2004B,Weak
901,AN37-175T10,JYR-2004N,-0.0326,0.586,AN37-175T10 vs JYR-2004N,Weak
902,AN37-175T10,JYR-2004R,-0.3817,-0.1057,AN37-175T10 vs JYR-2004R,Weak
903,AN37-175T10,ME6632L,0.3574,0.2365,AN37-175T10 vs ME6632L,Weak
904,AN37-175T10,ME6632M,0.4076,0.4931,AN37-175T10 vs ME6632M,Weak
905,AN37-175T10,ME6632XL,0.4037,0.4354,AN37-175T10 vs ME6632XL,Weak
906,AN37-175T10,ME9683L,0.5797,0.3544,AN37-175T10 vs ME9683L,Weak
907,AN37-175T10,ME9683M,0.6471,0.4124,AN37-175T10 vs ME9683M,Weak
908,AN37-175T10,ME9683S,0.473,0.0036,AN37-175T10 vs ME9683S,Weak
909,AN37-175T10,MESX200LH,0.485,0.3077,AN37-175T10 vs MESX200LH,Weak
910,AN37-175T10,MESX9378KCTV,0.4858,0.141,AN37-175T10 vs MESX9378KCTV,Weak
911,AN37-175T10,MESX9667L,0.0044,0.2509,AN37-175T10 vs MESX9667L,Weak
912,AN37-175T10,MOM2700,0.3646,0.3828,AN37-175T10 vs MOM2700,Weak
913,AN37-175T10,MRSR-1060NJTL,0.2568,0.4125,AN37-175T10 vs MRSR-1060NJTL,Weak
914,AN37-175T10,PIP33-BLK125BPL,0.2811,0.3384,AN37-175T10 vs PIP33-BLK125BPL,Weak
915,AN37-175T10,PIP33-BLK125BPM,0.3409,0.044,AN37-175T10 vs PIP33-BLK125BPM,Weak
916,AN37-175T10,PIP33-BLK125BPS,0.3828,0.0302,AN37-175T10 vs PIP33-BLK125BPS,Weak
917,AN37-175T10,PIP33-BLK125BPXS,0.3677,0.1124,AN37-175T10 vs PIP33-BLK125BPXS,Weak
918,AN37-175T10,PIP42-874,0.532,0.2369,AN37-175T10 vs PIP42-874,Weak
919,AN37-175T10,PMKN95B,0.8058,0.2537,AN37-175T10 vs PMKN95B,Spurious (trend only)
920,AN37-175T10,RA99705,0.1563,0.0379,AN37-175T10 vs RA99705,Weak
921,AN37-175T10,SACFCB02,0.6491,0.5445,AN37-175T10 vs SACFCB02,Weak
922,AN37-175T10,SFGG805PFL,0.8091,0.6408,AN37-175T10 vs SFGG805PFL,Spurious (trend only)
923,AN37-175T10,SFPUG09VMT,0.2889,0.5355,AN37-175T10 vs SFPUG09VMT,Weak
924,AN37-175T10,SFPUG111VMT,0.3935,0.477,AN37-175T10 vs SFPUG111VMT,Weak
925,AN37-175T10,SFPUG611VMT,0.6712,0.5354,AN37-175T10 vs SFPUG611VMT,Weak
926,AN37-175T10,SFT601,0.1872,0.6702,AN37-175T10 vs SFT601,Weak
927,AN37-175T10,SPS3960HS,-0.2314,0.7558,AN37-175T10 vs SPS3960HS,Hidden (only in growth)
928,AN37-175T10,SPS700HS,0.651,0.3617,AN37-175T10 vs SPS700HS,Weak
929,AN37-175T10,SRCRC12,-0.389,-0.0183,AN37-175T10 vs SRCRC12,Weak
930,AN37-175T10,SRCRCL,0.2832,0.1189,AN37-175T10 vs SRCRCL,Weak
931,AN37-175T10,SRESM60V,0.6585,-0.0947,AN37-175T10 vs SRESM60V,Weak
932,AN37-175T10,SRMAM,-0.176,0.3001,AN37-175T10 vs SRMAM,Weak
933,AN37-175T10,SRPEC60X90TY,0.3614,0.1292,AN37-175T10 vs SRPEC60X90TY,Weak
934,AN37-175T10,SRPM60X90,0.7382,0.5229,AN37-175T10 vs SRPM60X90,Weak
935,AN37-175T10,UVS4040,0.3331,0.4117,AN37-175T10 vs UVS4040,Weak
936,AN37-175T10,UVSVP400,0.3347,0.4879,AN37-175T10 vs UVSVP400,Weak
937,AN37-175T10,UVSVP401,0.5269,0.0637,AN37-175T10 vs UVSVP401,Weak
938,AN37-175T10,XAGRPCFCGIS,0.1057,0.2473,AN37-175T10 vs XAGRPCFCGIS,Weak
939,AN37-175T10,XAPERC,0.1505,0.089,AN37-175T10 vs XAPERC,Weak
940,AN37-175T10,XAPOKGIS,-0.0707,0.0471,AN37-175T10 vs XAPOKGIS,Weak
941,AN37-175T10,XESB60R,-0.0415,0.4584,AN37-175T10 vs XESB60R,Weak
942,AN37-175T10,XGNRON,-0.3764,0.0828,AN37-175T10 vs XGNRON,Weak
943,AN37-175T10,XS3M501,0.3681,0.0749,AN37-175T10 vs XS3M501,Weak
944,AN37-175T10,XS3M5N11,0.6252,0.3776,AN37-175T10 vs XS3M5N11,Weak
945,AN37-175T10,XS3M6003-TY,0.3663,0.101,AN37-175T10 vs XS3M6003-TY,Weak
946,AN37-175T10,XS3M6004TY,-0.0841,0.4214,AN37-175T10 vs XS3M6004TY,Weak
947,AN37-175T10,XS3M7093TY,0.3892,0.1327,AN37-175T10 vs XS3M7093TY,Weak
948,AN37-175T10,XS3M7502TY,0.4819,0.1802,AN37-175T10 vs XS3M7502TY,Weak
949,AN37-175T10,XSAE82509TY,0.3719,0.1991,AN37-175T10 vs XSAE82509TY,Weak
950,AN37-175T10,XSAE82701,0.2702,0.2618,AN37-175T10 vs XSAE82701,Weak
951,AN48-129T10,AN48-129T7,0.8689,0.8808,AN48-129T10 vs AN48-129T7,Genuine (strong in both)
952,AN48-129T10,AN48-129T8,0.8606,-0.2394,AN48-129T10 vs AN48-129T8,Spurious (trend only)
953,AN48-129T10,AN48-129T9,0.8565,0.5282,AN48-129T10 vs AN48-129T9,Spurious (trend only)
954,AN48-129T10,CR2310AF,-0.0751,0.3548,AN48-129T10 vs CR2310AF,Weak
955,AN48-129T10,CRST1130,0.5282,0.1094,AN48-129T10 vs CRST1130,Weak
956,AN48-129T10,DUNB127SXL,-0.3076,0.11,AN48-129T10 vs DUNB127SXL,Weak
957,AN48-129T10,GIA2005B,-0.2238,0.1983,AN48-129T10 vs GIA2005B,Weak
958,AN48-129T10,JYG37510,-0.3012,0.2233,AN48-129T10 vs JYG37510,Weak
959,AN48-129T10,JYR-1521M,0.338,-0.116,AN48-129T10 vs JYR-1521M,Weak
960,AN48-129T10,JYR-2004AM,-0.3562,-0.6534,AN48-129T10 vs JYR-2004AM,Weak
961,AN48-129T10,JYR-2004AZ,0.1421,0.0519,AN48-129T10 vs JYR-2004AZ,Weak
962,AN48-129T10,JYR-2004B,-0.1126,-0.0851,AN48-129T10 vs JYR-2004B,Weak
963,AN48-129T10,JYR-2004N,0.3003,-0.2707,AN48-129T10 vs JYR-2004N,Weak
964,AN48-129T10,JYR-2004R,-0.1453,-0.2358,AN48-129T10 vs JYR-2004R,Weak
965,AN48-129T10,ME6632L,0.8,0.353,AN48-129T10 vs ME6632L,Spurious (trend only)
966,AN48-129T10,ME6632M,0.7501,0.0479,AN48-129T10 vs ME6632M,Spurious (trend only)
967,AN48-129T10,ME6632XL,0.7395,-0.1365,AN48-129T10 vs ME6632XL,Weak
968,AN48-129T10,ME9683L,0.6302,0.1617,AN48-129T10 vs ME9683L,Weak
969,AN48-129T10,ME9683M,0.5888,0.0833,AN48-129T10 vs ME9683M,Weak
970,AN48-129T10,ME9683S,0.5975,0.1209,AN48-129T10 vs ME9683S,Weak
971,AN48-129T10,MESX200LH,0.3997,0.0715,AN48-129T10 vs MESX200LH,Weak
972,AN48-129T10,MESX9378KCTV,0.5465,0.0195,AN48-129T10 vs MESX9378KCTV,Weak
973,AN48-129T10,MESX9667L,-0.2041,0.417,AN48-129T10 vs MESX9667L,Weak
974,AN48-129T10,MOM2700,0.4679,0.0438,AN48-129T10 vs MOM2700,Weak
975,AN48-129T10,MRSR-1060NJTL,0.0748,-0.0547,AN48-129T10 vs MRSR-1060NJTL,Weak
976,AN48-129T10,PIP33-BLK125BPL,0.88,0.1305,AN48-129T10 vs PIP33-BLK125BPL,Spurious (trend only)
977,AN48-129T10,PIP33-BLK125BPM,0.8632,0.1178,AN48-129T10 vs PIP33-BLK125BPM,Spurious (trend only)
978,AN48-129T10,PIP33-BLK125BPS,0.7855,0.0985,AN48-129T10 vs PIP33-BLK125BPS,Spurious (trend only)
979,AN48-129T10,PIP33-BLK125BPXS,0.7602,0.0612,AN48-129T10 vs PIP33-BLK125BPXS,Spurious (trend only)
980,AN48-129T10,PIP42-874,0.0409,0.149,AN48-129T10 vs PIP42-874,Weak
981,AN48-129T10,PMKN95B,0.2346,0.2122,AN48-129T10 vs PMKN95B,Weak
982,AN48-129T10,RA99705,0.8334,0.0051,AN48-129T10 vs RA99705,Spurious (trend only)
983,AN48-129T10,SACFCB02,0.0232,0.096,AN48-129T10 vs SACFCB02,Weak
984,AN48-129T10,SFGG805PFL,0.2465,-0.0668,AN48-129T10 vs SFGG805PFL,Weak
985,AN48-129T10,SFPUG09VMT,0.052,0.242,AN48-129T10 vs SFPUG09VMT,Weak
986,AN48-129T10,SFPUG111VMT,0.2573,0.2946,AN48-129T10 vs SFPUG111VMT,Weak
987,AN48-129T10,SFPUG611VMT,0.5365,0.1623,AN48-129T10 vs SFPUG611VMT,Weak
988,AN48-129T10,SPS3960HS,0.1297,0.0412,AN48-129T10 vs SPS3960HS,Weak
989,AN48-129T10,SPS700HS,0.1735,0.1794,AN48-129T10 vs SPS700HS,Weak
990,AN48-129T10,SRESM60V,0.3339,-0.1292,AN48-129T10 vs SRESM60V,Weak
991,AN48-129T10,SRMAM,-0.1937,-0.0959,AN48-129T10 vs SRMAM,Weak
992,AN48-129T10,SRPEC60X90TY,0.1661,0.0007,AN48-129T10 vs SRPEC60X90TY,Weak
993,AN48-129T10,SRPM60X90,0.243,0.0852,AN48-129T10 vs SRPM60X90,Weak
994,AN48-129T10,UVS4040,0.8668,0.03,AN48-129T10 vs UVS4040,Spurious (trend only)
995,AN48-129T10,UVSVP400,-0.0979,0.0357,AN48-129T10 vs UVSVP400,Weak
996,AN48-129T10,UVSVP401,0.6162,0.1644,AN48-129T10 vs UVSVP401,Weak
